"state"	"fips"	"county"	"mukey"	"musym"	"muname"	"cokey"	"comppct"	"slope"	"slopelenusle"	"hzdept_r"	"hzdepb_r"	"kffact"	"dbthirdbar_r"	"ph1to1h2o_r"	"wthirdbar_r"	"wfifteenbar_r"	"awc_r"	"claytotal_r"	"sandtotal_r"	"ksat_r"	"om_r"	"ll_r"	"texdesc"
"IA"	"IA169"	"Story"	"2916637"	"L638C2"	"Clarion-Storden complex, Bemis moraine, 6 to 10 percent slopes, moderately eroded"	"16195600"	"10"	"3"		"86"	"132"	".32"	"1.4"	"6.6"	"26.6"	"11.7"	"0.18"	"20"	"50"	"9.17"	"0.75"	"32"	"Loam"
"IA"	"IA169"	"Story"	"2916637"	"L638C2"	"Clarion-Storden complex, Bemis moraine, 6 to 10 percent slopes, moderately eroded"	"16195600"	"10"	"3"		"23"	"86"	".28"	"1.35"	"6.2"	"28.1"	"13.8"	"0.18"	"21"	"46"	"9.17"	"2.5"	"36"	"Loam"
"IA"	"IA169"	"Story"	"2916637"	"L638C2"	"Clarion-Storden complex, Bemis moraine, 6 to 10 percent slopes, moderately eroded"	"16195600"	"10"	"3"		"132"	"200"	".32"	"1.6"	"7"	"27.6"	"13.2"	"0.18"	"21"	"44"	"9.17"	"0.25"	"31"	"Loam"
"IA"	"IA169"	"Story"	"2916637"	"L638C2"	"Clarion-Storden complex, Bemis moraine, 6 to 10 percent slopes, moderately eroded"	"16195600"	"10"	"3"		"0"	"23"	".28"	"1.3"	"6.2"	"28.6"	"14.5"	"0.21"	"21"	"46"	"9.17"	"3.5"	"39"	"Loam"
"IA"	"IA169"	"Story"	"2916637"	"L638C2"	"Clarion-Storden complex, Bemis moraine, 6 to 10 percent slopes, moderately eroded"	"16195601"	"5"	"1"		"114"	"200"	".37"	"1.6"	"7.8"	"31"	"18.3"	"0.15"	"28"	"35"	"2.82"	"0.25"	"37"	"Clay loam"
"IA"	"IA169"	"Story"	"2916637"	"L638C2"	"Clarion-Storden complex, Bemis moraine, 6 to 10 percent slopes, moderately eroded"	"16195601"	"5"	"1"		"0"	"25"	".28"	"1.15"	"7.4"	"32.8"	"21.7"	"0.18"	"33"	"25"	"2.82"	"7"	"56"	"Clay loam"
"IA"	"IA169"	"Story"	"2916637"	"L638C2"	"Clarion-Storden complex, Bemis moraine, 6 to 10 percent slopes, moderately eroded"	"16195601"	"5"	"1"		"25"	"100"	".28"	"1.35"	"7.4"	"33.9"	"23.5"	"0.18"	"33"	"25"	"2.82"	"5"	"53"	"Clay loam"
"IA"	"IA169"	"Story"	"2916637"	"L638C2"	"Clarion-Storden complex, Bemis moraine, 6 to 10 percent slopes, moderately eroded"	"16195601"	"5"	"1"		"100"	"114"	".32"	"1.4"	"7.4"	"30.7"	"17.6"	"0.17"	"28"	"35"	"2.82"	"1.5"	"41"	"Clay loam"
"IA"	"IA169"	"Story"	"2916677"	"L62C2"	"Storden loam, Bemis moraine, 6 to 10 percent slopes, moderately eroded"	"16195602"	"86"	"8"	"40"	"140"	"200"	".37"	"1.5"	"8"	"24.2"	"9"	"0.18"	"15"	"49"	"9.17"	"0.25"	"25"	"Loam"
"IA"	"IA169"	"Story"	"2916677"	"L62C2"	"Storden loam, Bemis moraine, 6 to 10 percent slopes, moderately eroded"	"16195602"	"86"	"8"	"40"	"0"	"20"	".28"	"1.3"	"7.7"	"26.7"	"11.9"	"0.18"	"18"	"51"	"9.17"	"2.5"	"33"	"Loam"
"IA"	"IA169"	"Story"	"2916677"	"L62C2"	"Storden loam, Bemis moraine, 6 to 10 percent slopes, moderately eroded"	"16195602"	"86"	"8"	"40"	"20"	"140"	".37"	"1.55"	"7.5"	"27.6"	"13.2"	"0.18"	"21"	"42"	"9.17"	"0.5"	"31"	"Loam"
"IA"	"IA169"	"Story"	"2916677"	"L62C2"	"Storden loam, Bemis moraine, 6 to 10 percent slopes, moderately eroded"	"16195603"	"14"	"8"		"46"	"200"	".37"	"1.6"	"8"	"24.6"	"9.5"	"0.18"	"15"	"49"	"9.17"	"0.25"	"25"	"Loam"
"IA"	"IA169"	"Story"	"2916677"	"L62C2"	"Storden loam, Bemis moraine, 6 to 10 percent slopes, moderately eroded"	"16195603"	"14"	"8"		"15"	"46"	".32"	"1.4"	"6.6"	"27"	"12.2"	"0.18"	"21"	"45"	"9.17"	"0.75"	"33"	"Loam"
"IA"	"IA169"	"Story"	"2916677"	"L62C2"	"Storden loam, Bemis moraine, 6 to 10 percent slopes, moderately eroded"	"16195603"	"14"	"8"		"0"	"15"	".28"	"1.3"	"6.2"	"26.7"	"11.9"	"0.18"	"18"	"51"	"9.17"	"2.5"	"33"	"Loam"
"IA"	"IA169"	"Story"	"2916702"	"L62D2"	"Storden loam, Bemis moraine, 10 to 16 percent slopes, moderately eroded"	"16195604"	"88"	"12"	"40"	"140"	"200"	".37"	"1.5"	"8"	"24.2"	"9"	"0.18"	"15"	"49"	"9.17"	"0.25"	"25"	"Loam"
"IA"	"IA169"	"Story"	"2916702"	"L62D2"	"Storden loam, Bemis moraine, 10 to 16 percent slopes, moderately eroded"	"16195604"	"88"	"12"	"40"	"0"	"20"	".28"	"1.3"	"7.7"	"26.7"	"11.9"	"0.18"	"18"	"51"	"9.17"	"2.5"	"33"	"Loam"
"IA"	"IA169"	"Story"	"2916702"	"L62D2"	"Storden loam, Bemis moraine, 10 to 16 percent slopes, moderately eroded"	"16195604"	"88"	"12"	"40"	"20"	"140"	".37"	"1.55"	"7.8"	"27.6"	"13.2"	"0.18"	"21"	"42"	"9.17"	"0.5"	"31"	"Loam"
"IA"	"IA169"	"Story"	"2916702"	"L62D2"	"Storden loam, Bemis moraine, 10 to 16 percent slopes, moderately eroded"	"16195605"	"12"	"8"		"46"	"200"	".37"	"1.6"	"8"	"24.6"	"9.5"	"0.18"	"15"	"49"	"9.17"	"0.25"	"25"	"Loam"
"IA"	"IA169"	"Story"	"2916702"	"L62D2"	"Storden loam, Bemis moraine, 10 to 16 percent slopes, moderately eroded"	"16195605"	"12"	"8"		"15"	"46"	".32"	"1.4"	"6.6"	"27"	"12.2"	"0.18"	"21"	"45"	"9.17"	"0.75"	"33"	"Loam"
"IA"	"IA169"	"Story"	"2916702"	"L62D2"	"Storden loam, Bemis moraine, 10 to 16 percent slopes, moderately eroded"	"16195605"	"12"	"8"		"0"	"15"	".28"	"1.3"	"6.2"	"26.7"	"11.9"	"0.18"	"18"	"51"	"9.17"	"2.5"	"33"	"Loam"
"IA"	"IA169"	"Story"	"2916730"	"L62E2"	"Storden loam, Bemis moraine, 10 to 22 percent slopes, moderately eroded"	"16195606"	"10"	"8"		"46"	"200"	".37"	"1.6"	"8"	"24.6"	"9.5"	"0.18"	"15"	"49"	"9.17"	"0.25"	"25"	"Loam"
"IA"	"IA169"	"Story"	"2916730"	"L62E2"	"Storden loam, Bemis moraine, 10 to 22 percent slopes, moderately eroded"	"16195606"	"10"	"8"		"15"	"46"	".32"	"1.4"	"6.6"	"27"	"12.2"	"0.18"	"21"	"45"	"9.17"	"0.75"	"33"	"Loam"
"IA"	"IA169"	"Story"	"2916730"	"L62E2"	"Storden loam, Bemis moraine, 10 to 22 percent slopes, moderately eroded"	"16195606"	"10"	"8"		"0"	"15"	".28"	"1.3"	"6.2"	"26.7"	"11.9"	"0.18"	"18"	"51"	"9.17"	"2.5"	"33"	"Loam"
"IA"	"IA169"	"Story"	"2916730"	"L62E2"	"Storden loam, Bemis moraine, 10 to 22 percent slopes, moderately eroded"	"16195607"	"5"	"3"		"86"	"132"	".32"	"1.4"	"6.6"	"26.6"	"11.7"	"0.18"	"20"	"50"	"9.17"	"0.75"	"32"	"Loam"
"IA"	"IA169"	"Story"	"2916730"	"L62E2"	"Storden loam, Bemis moraine, 10 to 22 percent slopes, moderately eroded"	"16195607"	"5"	"3"		"23"	"86"	".28"	"1.35"	"6.2"	"28.1"	"13.8"	"0.18"	"21"	"46"	"9.17"	"2.5"	"36"	"Loam"
"IA"	"IA169"	"Story"	"2916730"	"L62E2"	"Storden loam, Bemis moraine, 10 to 22 percent slopes, moderately eroded"	"16195607"	"5"	"3"		"132"	"200"	".32"	"1.6"	"7"	"27.6"	"13.2"	"0.18"	"21"	"44"	"9.17"	"0.25"	"31"	"Loam"
"IA"	"IA169"	"Story"	"2916730"	"L62E2"	"Storden loam, Bemis moraine, 10 to 22 percent slopes, moderately eroded"	"16195607"	"5"	"3"		"0"	"23"	".28"	"1.3"	"6.2"	"28.6"	"14.5"	"0.21"	"21"	"46"	"9.17"	"3.5"	"39"	"Loam"
"IA"	"IA169"	"Story"	"2916730"	"L62E2"	"Storden loam, Bemis moraine, 10 to 22 percent slopes, moderately eroded"	"16195608"	"85"	"16"	"40"	"140"	"200"	".37"	"1.5"	"8"	"24.2"	"9"	"0.18"	"15"	"49"	"9.17"	"0.25"	"25"	"Loam"
"IA"	"IA169"	"Story"	"2916730"	"L62E2"	"Storden loam, Bemis moraine, 10 to 22 percent slopes, moderately eroded"	"16195608"	"85"	"16"	"40"	"0"	"20"	".28"	"1.3"	"7.7"	"26.7"	"11.9"	"0.18"	"18"	"51"	"9.17"	"2.5"	"33"	"Loam"
"IA"	"IA169"	"Story"	"2916730"	"L62E2"	"Storden loam, Bemis moraine, 10 to 22 percent slopes, moderately eroded"	"16195608"	"85"	"16"	"40"	"20"	"140"	".37"	"1.55"	"7.8"	"27.6"	"13.2"	"0.18"	"21"	"42"	"9.17"	"0.5"	"31"	"Loam"
"IA"	"IA169"	"Story"	"2916771"	"L62F"	"Belview loam, Bemis moraine, 16 to 30 percent slopes"	"16195609"	"10"	"15"		"0"	"99"	".28"	"1.38"	"6.7"	"30.5"	"16.8"	"0.21"	"22"	"41.1"	"9"	"4"	"41"	"Loam"
"IA"	"IA169"	"Story"	"2916771"	"L62F"	"Belview loam, Bemis moraine, 16 to 30 percent slopes"	"16195609"	"10"	"15"		"99"	"119"	".28"	"1.43"	"6.7"	"30.6"	"17"	"0.18"	"25"	"37.4"	"9"	"2.5"	"40"	"Loam"
"IA"	"IA169"	"Story"	"2916771"	"L62F"	"Belview loam, Bemis moraine, 16 to 30 percent slopes"	"16195609"	"10"	"15"		"119"	"152"	".37"	"1.5"	"7"	"27.8"	"13.5"	"0.17"	"22.5"	"37.1"	"9"	"0.5"	"33"	"Loam"
"IA"	"IA169"	"Story"	"2916771"	"L62F"	"Belview loam, Bemis moraine, 16 to 30 percent slopes"	"16195610"	"5"	"8"		"15"	"46"	".32"	"1.4"	"6.6"	"27"	"12.2"	"0.18"	"21"	"45"	"9.17"	"0.75"	"33"	"Loam"
"IA"	"IA169"	"Story"	"2916771"	"L62F"	"Belview loam, Bemis moraine, 16 to 30 percent slopes"	"16195610"	"5"	"8"		"46"	"200"	".37"	"1.6"	"8"	"24.6"	"9.5"	"0.18"	"15"	"49"	"9.17"	"0.25"	"25"	"Loam"
"IA"	"IA169"	"Story"	"2916771"	"L62F"	"Belview loam, Bemis moraine, 16 to 30 percent slopes"	"16195610"	"5"	"8"		"0"	"15"	".28"	"1.3"	"6.2"	"26.7"	"11.9"	"0.18"	"18"	"51"	"9.17"	"2.5"	"33"	"Loam"
"IA"	"IA169"	"Story"	"2916771"	"L62F"	"Belview loam, Bemis moraine, 16 to 30 percent slopes"	"16195611"	"85"	"22"	"40"	"140"	"200"	".37"	"1.5"	"8"	"24.2"	"9"	"0.18"	"15"	"49"	"9.17"	"0.25"	"25"	"Loam"
"IA"	"IA169"	"Story"	"2916771"	"L62F"	"Belview loam, Bemis moraine, 16 to 30 percent slopes"	"16195611"	"85"	"22"	"40"	"0"	"24"	".24"	"1.3"	"7.5"	"27.1"	"12.4"	"0.21"	"18"	"51"	"9.17"	"3"	"34"	"Loam"
"IA"	"IA169"	"Story"	"2916771"	"L62F"	"Belview loam, Bemis moraine, 16 to 30 percent slopes"	"16195611"	"85"	"22"	"40"	"24"	"140"	".37"	"1.55"	"7.8"	"27.6"	"13.2"	"0.18"	"21"	"42"	"9.17"	"0.5"	"31"	"Loam"
"IA"	"IA169"	"Story"	"2921879"	"L956"	"Harps-Okoboji complex, Bemis moraine, 0 to 2 percent slopes"	"16195612"	"10"	"1"		"41"	"51"	".28"	"1.35"	"7.7"	"31.8"	"19.7"	"0.18"	"30"	"30"	"2.82"	"3"	"45"	"Clay loam"
"IA"	"IA169"	"Story"	"2921879"	"L956"	"Harps-Okoboji complex, Bemis moraine, 0 to 2 percent slopes"	"16195612"	"10"	"1"		"20"	"41"	".28"	"1.35"	"7.7"	"33.1"	"21.9"	"0.18"	"30"	"30"	"2.82"	"5"	"49"	"Clay loam"
"IA"	"IA169"	"Story"	"2921879"	"L956"	"Harps-Okoboji complex, Bemis moraine, 0 to 2 percent slopes"	"16195612"	"10"	"1"		"91"	"200"	".37"	"1.6"	"8"	"24.6"	"9.5"	"0.18"	"15"	"49"	"9.17"	"0.25"	"25"	"Loam"
"IA"	"IA169"	"Story"	"2921879"	"L956"	"Harps-Okoboji complex, Bemis moraine, 0 to 2 percent slopes"	"16195612"	"10"	"1"		"0"	"20"	".28"	"1.05"	"7.5"	"30.8"	"18.3"	"0.18"	"29"	"28"	"2.82"	"7"	"52"	"Clay loam"
"IA"	"IA169"	"Story"	"2921879"	"L956"	"Harps-Okoboji complex, Bemis moraine, 0 to 2 percent slopes"	"16195612"	"10"	"1"		"51"	"91"	".32"	"1.4"	"8"	"30.4"	"17.1"	"0.17"	"27"	"39"	"2.82"	"1.5"	"38"	"Clay loam"
"IA"	"IA169"	"Story"	"2921879"	"L956"	"Harps-Okoboji complex, Bemis moraine, 0 to 2 percent slopes"	"16195613"	"35"	"0"	"30"	"0"	"20"	".32"	"0.95"	"6.8"	"33.5"	"21"	"0.22"	"36"	"11"	"0.92"	"9"	"64"	"Silty clay loam"
"IA"	"IA169"	"Story"	"2921879"	"L956"	"Harps-Okoboji complex, Bemis moraine, 0 to 2 percent slopes"	"16195613"	"35"	"0"	"30"	"97"	"200"	".37"	"1.6"	"7.4"	"31.6"	"19.3"	"0.19"	"31"	"16"	"2.82"	"0.25"	"41"	"Silty clay loam"
"IA"	"IA169"	"Story"	"2921879"	"L956"	"Harps-Okoboji complex, Bemis moraine, 0 to 2 percent slopes"	"16195613"	"35"	"0"	"30"	"84"	"97"	".37"	"1.4"	"7.1"	"34"	"22"	"0.19"	"36"	"15"	"0.92"	"1.5"	"49"	"Silty clay loam"
"IA"	"IA169"	"Story"	"2921879"	"L956"	"Harps-Okoboji complex, Bemis moraine, 0 to 2 percent slopes"	"16195613"	"35"	"0"	"30"	"20"	"84"	".32"	"1.3"	"7"	"35.8"	"25.4"	"0.22"	"36"	"12"	"0.92"	"6"	"58"	"Silty clay loam"
"IA"	"IA169"	"Story"	"2921879"	"L956"	"Harps-Okoboji complex, Bemis moraine, 0 to 2 percent slopes"	"16195614"	"55"	"1"	"30"	"111"	"200"	".37"	"1.6"	"8"	"24.6"	"9.5"	"0.18"	"15"	"49"	"9.17"	"0.25"	"25"	"Loam"
"IA"	"IA169"	"Story"	"2921879"	"L956"	"Harps-Okoboji complex, Bemis moraine, 0 to 2 percent slopes"	"16195614"	"55"	"1"	"30"	"51"	"111"	".37"	"1.35"	"8"	"27.6"	"13.1"	"0.18"	"22"	"37"	"9.17"	"1.5"	"33"	"Loam"
"IA"	"IA169"	"Story"	"2921879"	"L956"	"Harps-Okoboji complex, Bemis moraine, 0 to 2 percent slopes"	"16195614"	"55"	"1"	"30"	"0"	"20"	".28"	"1.05"	"7.5"	"30.6"	"17.9"	"0.18"	"28"	"30"	"2.82"	"7"	"50"	"Clay loam"
"IA"	"IA169"	"Story"	"2921879"	"L956"	"Harps-Okoboji complex, Bemis moraine, 0 to 2 percent slopes"	"16195614"	"55"	"1"	"30"	"20"	"51"	".28"	"1.25"	"8"	"30.5"	"17.7"	"0.21"	"26"	"32"	"9.17"	"5"	"45"	"Loam"
"IA"	"IA169"	"Story"	"2922031"	"L507"	"Canisteo clay loam, Bemis moraine, 0 to 2 percent slopes"	"16195718"	"8"	"0"		"0"	"20"	".32"	"0.95"	"6.8"	"33.5"	"21"	"0.22"	"36"	"11"	"0.92"	"9"	"64"	"Silty clay loam"
"IA"	"IA169"	"Story"	"2922031"	"L507"	"Canisteo clay loam, Bemis moraine, 0 to 2 percent slopes"	"16195718"	"8"	"0"		"97"	"200"	".37"	"1.6"	"7.4"	"31.6"	"19.3"	"0.19"	"31"	"16"	"2.82"	"0.25"	"41"	"Silty clay loam"
"IA"	"IA169"	"Story"	"2922031"	"L507"	"Canisteo clay loam, Bemis moraine, 0 to 2 percent slopes"	"16195718"	"8"	"0"		"84"	"97"	".37"	"1.4"	"7.1"	"34"	"22"	"0.19"	"36"	"15"	"0.92"	"1.5"	"49"	"Silty clay loam"
"IA"	"IA169"	"Story"	"2922031"	"L507"	"Canisteo clay loam, Bemis moraine, 0 to 2 percent slopes"	"16195718"	"8"	"0"		"20"	"84"	".32"	"1.3"	"7"	"35.8"	"25.4"	"0.22"	"36"	"12"	"0.92"	"6"	"58"	"Silty clay loam"
"IA"	"IA169"	"Story"	"2922031"	"L507"	"Canisteo clay loam, Bemis moraine, 0 to 2 percent slopes"	"16195719"	"85"	"1"	"30"	"91"	"200"	".37"	"1.6"	"8"	"24.6"	"9.5"	"0.18"	"15"	"49"	"9.17"	"0.25"	"25"	"Loam"
"IA"	"IA169"	"Story"	"2922031"	"L507"	"Canisteo clay loam, Bemis moraine, 0 to 2 percent slopes"	"16195719"	"85"	"1"	"30"	"0"	"20"	".28"	"1.05"	"7.5"	"30.8"	"18.3"	"0.18"	"29"	"28"	"2.82"	"7"	"52"	"Clay loam"
"IA"	"IA169"	"Story"	"2922031"	"L507"	"Canisteo clay loam, Bemis moraine, 0 to 2 percent slopes"	"16195719"	"85"	"1"	"30"	"20"	"41"	".28"	"1.35"	"7.7"	"33.1"	"21.9"	"0.18"	"30"	"30"	"2.82"	"5"	"49"	"Clay loam"
"IA"	"IA169"	"Story"	"2922031"	"L507"	"Canisteo clay loam, Bemis moraine, 0 to 2 percent slopes"	"16195719"	"85"	"1"	"30"	"41"	"51"	".28"	"1.35"	"7.7"	"31.8"	"19.7"	"0.18"	"30"	"30"	"2.82"	"3"	"45"	"Clay loam"
"IA"	"IA169"	"Story"	"2922031"	"L507"	"Canisteo clay loam, Bemis moraine, 0 to 2 percent slopes"	"16195719"	"85"	"1"	"30"	"51"	"91"	".32"	"1.4"	"8"	"30.4"	"17.1"	"0.17"	"27"	"39"	"2.82"	"1.5"	"38"	"Clay loam"
"IA"	"IA169"	"Story"	"2922031"	"L507"	"Canisteo clay loam, Bemis moraine, 0 to 2 percent slopes"	"16195720"	"2"	"1"		"111"	"200"	".37"	"1.6"	"8"	"24.6"	"9.5"	"0.18"	"15"	"49"	"9.17"	"0.25"	"25"	"Loam"
"IA"	"IA169"	"Story"	"2922031"	"L507"	"Canisteo clay loam, Bemis moraine, 0 to 2 percent slopes"	"16195720"	"2"	"1"		"51"	"111"	".37"	"1.35"	"8"	"27.6"	"13.1"	"0.18"	"22"	"37"	"9.17"	"1.5"	"33"	"Loam"
"IA"	"IA169"	"Story"	"2922031"	"L507"	"Canisteo clay loam, Bemis moraine, 0 to 2 percent slopes"	"16195720"	"2"	"1"		"0"	"20"	".28"	"1.05"	"7.5"	"30.6"	"17.9"	"0.18"	"28"	"30"	"2.82"	"7"	"50"	"Clay loam"
"IA"	"IA169"	"Story"	"2922031"	"L507"	"Canisteo clay loam, Bemis moraine, 0 to 2 percent slopes"	"16195720"	"2"	"1"		"20"	"51"	".28"	"1.25"	"8"	"30.5"	"17.7"	"0.21"	"26"	"32"	"9.17"	"5"	"45"	"Loam"
"IA"	"IA169"	"Story"	"2922031"	"L507"	"Canisteo clay loam, Bemis moraine, 0 to 2 percent slopes"	"16195721"	"5"	"1"		"97"	"200"	".37"	"1.6"	"8"	"24.6"	"9.5"	"0.18"	"15"	"49"	"9.17"	"0.25"	"25"	"Loam"
"IA"	"IA169"	"Story"	"2922031"	"L507"	"Canisteo clay loam, Bemis moraine, 0 to 2 percent slopes"	"16195721"	"5"	"1"		"0"	"20"	".28"	"1.05"	"6.5"	"31.5"	"19.4"	"0.18"	"32"	"21"	"2.82"	"7"	"55"	"Clay loam"
"IA"	"IA169"	"Story"	"2922031"	"L507"	"Canisteo clay loam, Bemis moraine, 0 to 2 percent slopes"	"16195721"	"5"	"1"		"20"	"58"	".28"	"1.25"	"6.9"	"32.8"	"21.6"	"0.18"	"33"	"25"	"2.82"	"5"	"53"	"Clay loam"
"IA"	"IA169"	"Story"	"2922031"	"L507"	"Canisteo clay loam, Bemis moraine, 0 to 2 percent slopes"	"16195721"	"5"	"1"		"58"	"97"	".32"	"1.35"	"7.3"	"29"	"15.2"	"0.18"	"26"	"33"	"9.17"	"1.5"	"39"	"Loam"
"IA"	"IA169"	"Story"	"2993422"	"L168B"	"Hayden loam, Bemis moraine, 2 to 6 percent slopes"	"16195645"	"85"	"4"	"40"	"0"	"23"	".28"	"1.35"	"6.6"	"29.4"	"15.8"	"0.21"	"24"	"39"	"9.17"	"3"	"40"	"Loam"
"IA"	"IA169"	"Story"	"2993422"	"L168B"	"Hayden loam, Bemis moraine, 2 to 6 percent slopes"	"16195645"	"85"	"4"	"40"	"110"	"200"	".37"	"1.6"	"8"	"24.6"	"9.5"	"0.18"	"15"	"49"	"9.17"	"0.25"	"25"	"Loam"
"IA"	"IA169"	"Story"	"2993422"	"L168B"	"Hayden loam, Bemis moraine, 2 to 6 percent slopes"	"16195645"	"85"	"4"	"40"	"46"	"110"	".32"	"1.5"	"6.3"	"31"	"18.5"	"0.17"	"30"	"33"	"2.82"	"0.5"	"41"	"Clay loam"
"IA"	"IA169"	"Story"	"2993422"	"L168B"	"Hayden loam, Bemis moraine, 2 to 6 percent slopes"	"16195645"	"85"	"4"	"40"	"33"	"46"	".32"	"1.5"	"6"	"30.6"	"18"	"0.17"	"28"	"35"	"2.82"	"1"	"40"	"Clay loam"
"IA"	"IA169"	"Story"	"2993422"	"L168B"	"Hayden loam, Bemis moraine, 2 to 6 percent slopes"	"16195645"	"85"	"4"	"40"	"23"	"33"	".32"	"1.5"	"6.7"	"29.1"	"15.6"	"0.18"	"24"	"39"	"9.17"	"1.25"	"37"	"Loam"
"IA"	"IA169"	"Story"	"2993422"	"L168B"	"Hayden loam, Bemis moraine, 2 to 6 percent slopes"	"16195646"	"5"	"0"		"0"	"20"	".32"	"0.95"	"6.8"	"33.5"	"21"	"0.22"	"36"	"11"	"0.92"	"9"	"64"	"Silty clay loam"
"IA"	"IA169"	"Story"	"2993422"	"L168B"	"Hayden loam, Bemis moraine, 2 to 6 percent slopes"	"16195646"	"5"	"0"		"97"	"200"	".37"	"1.6"	"7.4"	"31.6"	"19.3"	"0.19"	"31"	"16"	"2.82"	"0.25"	"41"	"Silty clay loam"
"IA"	"IA169"	"Story"	"2993422"	"L168B"	"Hayden loam, Bemis moraine, 2 to 6 percent slopes"	"16195646"	"5"	"0"		"84"	"97"	".37"	"1.4"	"7.1"	"34"	"22"	"0.19"	"36"	"15"	"0.92"	"1.5"	"49"	"Silty clay loam"
"IA"	"IA169"	"Story"	"2993422"	"L168B"	"Hayden loam, Bemis moraine, 2 to 6 percent slopes"	"16195646"	"5"	"0"		"20"	"84"	".32"	"1.3"	"7"	"35.8"	"25.4"	"0.22"	"36"	"12"	"0.92"	"6"	"58"	"Silty clay loam"
"IA"	"IA169"	"Story"	"2993422"	"L168B"	"Hayden loam, Bemis moraine, 2 to 6 percent slopes"	"16195647"	"10"	"2"		"20"	"36"	".28"	"1.35"	"6.2"	"29.4"	"15.8"	"0.21"	"24"	"39"	"9.17"	"3"	"40"	"Loam"
"IA"	"IA169"	"Story"	"2993422"	"L168B"	"Hayden loam, Bemis moraine, 2 to 6 percent slopes"	"16195647"	"10"	"2"		"132"	"200"	".37"	"1.6"	"8"	"24.6"	"9.5"	"0.18"	"15"	"49"	"9.17"	"0.25"	"25"	"Loam"
"IA"	"IA169"	"Story"	"2993422"	"L168B"	"Hayden loam, Bemis moraine, 2 to 6 percent slopes"	"16195647"	"10"	"2"		"0"	"20"	".28"	"1.35"	"6.2"	"30.8"	"18.2"	"0.21"	"24"	"39"	"9.17"	"5"	"45"	"Loam"
"IA"	"IA169"	"Story"	"2993422"	"L168B"	"Hayden loam, Bemis moraine, 2 to 6 percent slopes"	"16195647"	"10"	"2"		"36"	"132"	".32"	"1.5"	"6.3"	"31.1"	"18.8"	"0.17"	"30"	"33"	"2.82"	"0.75"	"41"	"Clay loam"
